"GameId","DriveId","Id","DriveNumber","PlayNumber","Offense","OffenseConference","OffenseScore","Defense","DefenseConference","DefenseScore","Home","Away","Period","Clock Minutes","Clock Seconds","OffenseTimeouts","DefenseTimeouts","Yardline","YardsToGoal","Down","Distance","YardsGained","Scoring","PlayType","PlayText","Ppa","Wallclock"
"401135261","4011352617","401135261101976401","7","2","Utah State","Mountain West","7","Kent State","Mid-American","17","Kent State","Utah State","1","2","35","3","3","70","70","1","10","20","false","Pass Reception","Jordan Love pass complete to Siaosi Mariner for 20 yds to the 50 yard line for a 1ST down","1.8513745867829705","2019-12-21T01:08:26.000Z"
"401135261","4011352617","401135261101997901","7","7","Utah State","Mountain West","7","Kent State","Mid-American","17","Kent State","Utah State","1","0","20","3","3","22","22","3","1","-2","false","Rush","Gerold Bright run for a loss of 2 yards to the KntSt 24","-0.9813935092788364","2019-12-21T01:11:24.000Z"
"401135261","4011352617","401135261101989301","7","6","Utah State","Mountain West","7","Kent State","Mid-American","17","Kent State","Utah State","1","1","6","3","3","27","27","2","6","5","false","Rush","Gerold Bright run for 5 yds to the KntSt 22","0.079364131980382","2019-12-21T01:10:35.000Z"
"401135261","4011352617","401135261101986901","7","5","Utah State","Mountain West","7","Kent State","Mid-American","17","Kent State","Utah State","1","1","30","3","3","31","31","1","10","4","false","Rush","Gerold Bright run for 4 yds to the KntSt 27","-0.05239887278951","2019-12-21T01:10:17.000Z"
"401135261","4011352617","401135261101984401","7","4","Utah State","Mountain West","7","Kent State","Mid-American","17","Kent State","Utah State","1","1","55","3","3","46","46","2","6","15","false","Penalty","KENT ST Penalty, Unnecessary Roughness (Dominic Hill) to the KntSt 31 for a 1ST down","","2019-12-21T01:09:39.000Z"
"401135261","4011352617","401135261101978901","7","3","Utah State","Mountain West","7","Kent State","Mid-American","17","Kent State","Utah State","1","2","10","3","3","50","50","1","10","4","false","Rush","Gerold Bright run for 4 yds to the KntSt 46","-0.141734208558013","2019-12-21T01:08:46.000Z"
"401135261","4011352617","401135261101974902","7","1","Kent State","Mid-American","17","Utah State","Mountain West","7","Kent State","Utah State","1","2","50","3","3","35","65","4","2","30","false","Kickoff","Matthew Trickett kickoff for 65 yds , Savon Scarver return for 30 yds to the UthSt 30","","2019-12-21T01:06:19.000Z"
"401135261","4011352617","401135261101999603","7","9","Utah State","Mountain West","10","Kent State","Mid-American","17","Kent State","Utah State","1","0","0","3","3","0","0","0","3","0","false","End Period","End of 1st Quarter","","2019-12-21T01:12:53.000Z"
"401135261","4011352617","401135261101999601","7","8","Utah State","Mountain West","10","Kent State","Mid-American","17","Kent State","Utah State","1","0","3","3","3","24","24","4","3","41","true","Field Goal Good","Dominik Eberle 41 yd FG GOOD","-0.2036255798390876","2019-12-21T01:11:57.000Z"
"401135261","40113526121","401135261104875101","21","4","Utah State","Mountain West","34","Kent State","Mid-American","34","Kent State","Utah State","4","12","48","3","3","57","57","3","9","57","true","Rushing Touchdown","Deven Thompkins run for 57 yds for a TD (Dominik Eberle KICK)","6.39058626412917","2019-12-21T03:12:30.000Z"
