"GameId","DriveId","Id","DriveNumber","PlayNumber","Offense","OffenseConference","OffenseScore","Defense","DefenseConference","DefenseScore","Home","Away","Period","Clock Minutes","Clock Seconds","OffenseTimeouts","DefenseTimeouts","Yardline","YardsToGoal","Down","Distance","YardsGained","Scoring","PlayType","PlayText","Ppa","Wallclock"
"401112472","40111247224","401112472104897103","23","1","Notre Dame","FBS Independents","35","Virginia","ACC","17","Notre Dame","Virginia","4","10","28","3","2","35","65","1","10","0","false","Kickoff","Jonathan Doerer kickoff for 65 yds for a touchback","","2019-09-28T22:37:11.000Z"
"401112472","40111247218","401112472103964101","17","3","Notre Dame","FBS Independents","21","Virginia","ACC","17","Notre Dame","Virginia","3","3","58","3","3","43","57","2","9","4","false","Rush","Jahmir Smith run for 4 yds to the NDame 47","-0.1545187293588608","2019-09-28T22:09:44.000Z"
"401112472","40111247218","401112472103966101","17","4","Notre Dame","FBS Independents","21","Virginia","ACC","17","Notre Dame","Virginia","3","3","38","3","3","47","53","3","5","4","false","Pass Reception","Ian Book pass complete to Chris Finke for 4 yds to the Virg 49","-0.1479376470724087","2019-09-28T22:10:11.000Z"
"401112472","40111247218","401112472103954901","17","2","Notre Dame","FBS Independents","21","Virginia","ACC","17","Notre Dame","Virginia","3","4","50","3","3","42","58","1","10","1","false","Rush","Jahmir Smith run for 1 yd to the NDame 43","-0.9258054961347764","2019-09-28T22:08:52.000Z"
"401112472","40111247218","401112472103968401","17","5","Notre Dame","FBS Independents","21","Virginia","ACC","17","Notre Dame","Virginia","3","3","15","3","3","51","49","4","1","-5","false","Penalty","NOTRE DAME Penalty, Delay of Game (Jay Bramblett) to the NDame 46","","2019-09-28T22:11:14.000Z"
"401112472","40111247218","401112472103949901","17","1","Notre Dame","FBS Independents","21","Virginia","ACC","17","Notre Dame","Virginia","3","5","0","3","3","32","68","1","10","10","false","Penalty","Book, Ian pass incomplete to Claypool, Chase, PENALTY VIRGINIA holding (Grant, Nick) 10 yards to the NOTREDAME42, NO PLAY, 1ST DOWN NOTREDAME.","","2019-09-28T22:08:38.000Z"
"401112472","40111247218","401112472103969801","17","6","Notre Dame","FBS Independents","21","Virginia","ACC","17","Notre Dame","Virginia","3","3","1","3","3","46","54","4","6","0","false","Punt","Jay Bramblett punt for 33 yds, fair catch by Billy Kemp IV at the Virg 21","","2019-09-28T22:11:33.000Z"
"401112472","40111247210","401112472102999902","10","6","Notre Dame","FBS Independents","14","Virginia","ACC","17","Notre Dame","Virginia","2","0","0","3","1","0","100","0","19","0","false","End of Half","End of 2nd Quarter","","2019-09-28T21:17:29.000Z"
"401112472","40111247210","401112472102996701","10","2","Notre Dame","FBS Independents","14","Virginia","ACC","17","Notre Dame","Virginia","2","0","32","3","1","10","90","1","10","-15","false","Sack","Ian Book sacked by Noah Taylor for a loss of 15 yards to the NDame 10 NOTRE DAME Penalty, Intentional Grounding (Ian Book) to the NDame 10","","2019-09-28T21:12:54.000Z"
"401112472","40111247210","401112472102998001","10","3","Notre Dame","FBS Independents","14","Virginia","ACC","17","Notre Dame","Virginia","2","0","19","3","1","10","90","2","25","8","false","Pass Reception","Ian Book pass complete to Michael Young for 8 yds to the NDame 18","0.0362256795468756","2019-09-28T21:14:31.000Z"
"401112472","40111247210","401112472102998801","10","4","Notre Dame","FBS Independents","14","Virginia","ACC","17","Notre Dame","Virginia","2","0","11","3","1","18","82","3","17","-2","false","Rush","Tony Jones Jr. run for a loss of 2 yards to the NDame 16","-0.0566756262289587","2019-09-28T21:15:25.000Z"
"401112472","40111247210","401112472102999901","10","5","Notre Dame","FBS Independents","14","Virginia","ACC","17","Notre Dame","Virginia","2","0","0","3","1","16","84","4","19","0","false","Punt","Jay Bramblett punt for 44 yds, downed at the Virg 40","","2019-09-28T20:21:16.000Z"
"401112472","4011124726","401112472102927501","6","4","Notre Dame","FBS Independents","14","Virginia","ACC","10","Notre Dame","Virginia","2","7","24","3","3","25","75","3","1","2","false","Rush","Tony Jones Jr. run for 2 yds to the NDame 27 for a 1ST down","0.6408954163290961","2019-09-28T20:37:44.000Z"
"401112472","4011124726","401112472102924301","6","2","Notre Dame","FBS Independents","14","Virginia","ACC","10","Notre Dame","Virginia","2","7","56","3","3","16","84","1","10","0","false","Pass Incompletion","Ian Book pass incomplete to Javon McKinley","-0.46182849902011913","2019-09-28T20:37:06.000Z"
"401112472","4011124726","401112472102954701","6","14","Notre Dame","FBS Independents","14","Virginia","ACC","10","Notre Dame","Virginia","2","4","52","3","3","71","29","3","8","0","false","Pass Incompletion","Ian Book pass incomplete to Tony Jones Jr.","-0.940668691137505","2019-09-28T20:47:18.000Z"
"401112472","4011124726","401112472102938401","6","9","Notre Dame","FBS Independents","14","Virginia","ACC","10","Notre Dame","Virginia","2","6","15","3","3","59","41","2","10","4","false","Pass Reception","Ian Book pass complete to Michael Young for 4 yds to the Virg 37","-0.147252016207803","2019-09-28T20:40:21.000Z"
"401112472","4011124726","401112472102945501","6","10","Notre Dame","FBS Independents","14","Virginia","ACC","10","Notre Dame","Virginia","2","5","44","3","3","63","37","3","6","0","false","Pass Incompletion","Ian Book pass incomplete to Cole Kmet","-1.0585109938611392","2019-09-28T20:41:18.000Z"
