"GameId","DriveId","Id","DriveNumber","PlayNumber","Offense","OffenseConference","OffenseScore","Defense","DefenseConference","DefenseScore","Home","Away","Period","Clock Minutes","Clock Seconds","OffenseTimeouts","DefenseTimeouts","Yardline","YardsToGoal","Down","Distance","YardsGained","Scoring","PlayType","PlayText","Ppa","Wallclock"
"332640120","33264012005","332640120040","5","4","Maryland","ACC","7","West Virginia","Big 12","0","Maryland","West Virginia","1","4","41","3","2","97","3","-1","-1","0","true","Extra Point Good","Brad Craddock extra point GOOD.","",""
"332640120","33264012005","332640120041","5","5","Maryland","ACC","7","West Virginia","Big 12","0","Maryland","West Virginia","1","4","41","3","2","35","65","-1","-1","0","false","Kickoff","Brad Craddock kickoff for 65 yards for a touchback.","",""
"332640120","33264012004","332640120033","4","3","Maryland","ACC","0","West Virginia","Big 12","0","Maryland","West Virginia","1","7","18","3","2","9","91","2","15","-1","false","Pass Completion","C.J. Brown pass complete to Brandon Ross for a loss of 1 yard to the Mary 8.","-0.0841311975664727",""
"332640120","33264012004","332640120035","4","5","Maryland","ACC","0","West Virginia","Big 12","0","Maryland","West Virginia","1","5","54","3","2","23","77","4","1","0","false","Punt","Nathan Renfro punt for 53 yards, returned by Ronald Carswell for no gain, fumbled, recovered by Mary A.J. Hendy at the WVirg 24.","",""
"332640120","33264012004","332640120034","4","4","Maryland","ACC","0","West Virginia","Big 12","0","Maryland","West Virginia","1","6","25","3","2","8","92","3","16","15","false","Rush","Brandon Ross rush for 15 yards to the Mary 23.","0.284750688871795",""
"332640120","33264012004","332640120032","4","2","Maryland","ACC","0","West Virginia","Big 12","0","Maryland","West Virginia","1","7","40","3","2","14","86","2","10","0","false","Penalty","MARYLAND penalty 5 yard False Start on Michael Dunn accepted.","",""
"332640120","33264012004","332640120031","4","1","Maryland","ACC","0","West Virginia","Big 12","0","Maryland","West Virginia","1","8","5","3","2","14","86","1","10","0","false","Rush","C.J. Brown rush for no gain to the Mary 14.","-0.42008778911877176",""
"332640120","33264012026","332640120205","26","8","Maryland","ACC","30","West Virginia","Big 12","0","Maryland","West Virginia","4","7","14","3","2","55","45","3","9","17","false","Pass Completion","C.J. Brown pass complete to Deon Long for 17 yards to the WVirg 28 for a 1ST down.","2.655930185264607",""
"332640120","33264012026","332640120202","26","5","Maryland","ACC","30","West Virginia","Big 12","0","Maryland","West Virginia","4","8","48","3","2","39","61","1","10","15","false","Rush","Brandon Ross rush for 15 yards to the WVirg 46 for a 1ST down.","1.3117286283304017",""
"332640120","33264012026","332640120198","26","4","Maryland","ACC","30","West Virginia","Big 12","0","Maryland","West Virginia","4","10","12","3","2","26","74","3","7","13","false","Pass Completion","C.J. Brown pass complete to Deon Long for 13 yards to the Mary 39 for a 1ST down.","2.1334474431820407",""
